0.974,0.003675,0.003575,3.75e-05,0.003475,2.5e-05,0.0001125,0,0.0035875,0,1.25e-05,0,3.75e-05,0,0,0,0.003525,1.25e-05,0,0,2.5e-05,0,0,0,0.0001375,0,0,0,0,0,0,0,0.0039375,0,2.5e-05,0,0,0,0,0,2.5e-05,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036125,0,0,0,0,0,0,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010663,0.96436,6.25e-05,0.0059875,2.5e-05,0.0036,0,0.0001375,3.75e-05,0.003575,0,1.25e-05,0,3.75e-05,0,0,1.25e-05,0.003575,0,0,0,2.5e-05,0,0,1.25e-05,0.0001125,0,0,0,0,0,0,2.5e-05,0.003875,0,6.25e-05,0,1.25e-05,0,0,0,2.5e-05,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,0.003525,0,1.25e-05,0,1.25e-05,0,0,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.012925,0.0001125,0.95351,0.011288,5e-05,0,0.006725,8.75e-05,3.75e-05,0,0.0036375,6.25e-05,0,0,6.25e-05,0,3.75e-05,0,0.0034375,3.75e-05,0,0,2.5e-05,0,0,0,0.00015,0,0,0,0,0,5e-05,0,0.0038875,3.75e-05,0,0,3.75e-05,0,0,0,2.5e-05,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25e-05,0,0.003475,2.5e-05,0,0,5e-05,0,0,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0001125,0.012587,0.009975,0.9543,0,5e-05,7.5e-05,0.0074625,0,2.5e-05,3.75e-05,0.003775,0,0,0,6.25e-05,0,3.75e-05,1.25e-05,0.003525,0,0,0,2.5e-05,0,0,1.25e-05,0.000125,0,0,0,0,0,5e-05,2.5e-05,0.0039125,0,0,0,3.75e-05,0,0,0,2.5e-05,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25e-05,5e-05,0.0034125,0,0,0,6.25e-05,0,0,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010412,5e-05,0.0001,0,0.95327,0.00385,0.01475,0.000125,6.25e-05,0,0,0,0.005675,1.25e-05,5e-05,0,3.75e-05,0,0,0,0.0035875,1.25e-05,5e-05,0,0,0,0,0,0.0001875,0,0,0,3.75e-05,0,0,0,0.0038125,0,6.25e-05,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,6.25e-05,0,0,0,0,0,0,0,0,0,0,0,1.25e-05,0,0,0,0.0035875,0,0,0,0,0,0,0,2.5e-05,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00015,0.0102,0,0.0001875,0.010287,0.93665,0.0001875,0.024725,0,6.25e-05,0,0,7.5e-05,0.0057125,0,0.0001,0,3.75e-05,0,0,1.25e-05,0.0035875,0,8.75e-05,0,0,0,0,1.25e-05,0.0001625,0,0,0,3.75e-05,0,0,2.5e-05,0.003725,0,0.0001375,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,6.25e-05,0,0,0,0,0,0,0,0,0,0,0,1.25e-05,0,0,5e-05,0.0035,0,2.5e-05,0,0,0,0,0,2.5e-05,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0001625,0,0.0097,0.0001625,0.011875,8.75e-05,0.94673,0.012937,0,0,7.5e-05,0,7.5e-05,0,0.0063625,0.000125,0,0,3.75e-05,0,2.5e-05,0,0.0036,3.75e-05,0,0,0,0,0,0,0.0002,0,0,0,3.75e-05,0,3.75e-05,0,0.0038625,3.75e-05,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,6.25e-05,0,0,0,0,0,0,0,0,0,0,0,1.25e-05,0,6.25e-05,0,0.0034875,2.5e-05,0,0,0,0,0,0,3.75e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.25e-05,0.00015,0.000125,0.0097125,0.0001,0.011487,0.0098375,0.94998,0,0,0,7.5e-05,0,6.25e-05,6.25e-05,0.0066625,0,0,0,3.75e-05,0,2.5e-05,1.25e-05,0.003675,0,0,0,0,0,0,1.25e-05,0.000175,0,0,0,3.75e-05,0,3.75e-05,2.5e-05,0.0038875,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,6.25e-05,0,0,0,0,0,0,0,0,0,0,0,1.25e-05,0,6.25e-05,5e-05,0.0034375,0,0,0,0,0,0,0,3.75e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011725,3.75e-05,1.25e-05,0,7.5e-05,0,0,0,0.94768,0.0035625,0.0036625,3.75e-05,0.019662,0.0001375,0.0003,0,3.75e-05,0,0,0,0,0,0,0,0.004825,2.5e-05,0,0,0.0001375,0,0,0,3.75e-05,0,0,0,0,0,0,0,0.0040625,0,2.5e-05,0,0.0001125,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,3.75e-05,0,0,0,0,0,0,0,0.003475,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0001625,0.011575,0,2.5e-05,0,7.5e-05,0,0,0.010238,0.93553,6.25e-05,0.0071125,0.00025,0.021275,0,0.0004125,0,3.75e-05,0,0,0,0,0,0,7.5e-05,0.0048875,0,1.25e-05,0,0.00015,0,0,1.25e-05,1.25e-05,0,1.25e-05,0,0,0,0,1.25e-05,0.004075,0,5e-05,0,0.000125,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,3.75e-05,0,0,0,0,0,0,5e-05,0.0033875,0,1.25e-05,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,1.25e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
