0.98775,0.00395,0.00405,2.5e-05,0.00415,6.25e-05,1.25e-05,0
0.013163,0.97636,5e-05,0.004025,5e-05,0.0062875,0,6.25e-05
0.012425,6.25e-05,0.97131,0.004025,7.5e-05,0,0.012,0.0001
0.0001625,0.012125,0.012812,0.95425,1.25e-05,0.0001125,0.00015,0.020375
0.013163,5e-05,3.75e-05,0,0.96781,0.012325,0.0065,0.0001125
0.0001625,0.012525,0,3.75e-05,0.012138,0.96765,8.75e-05,0.0074
0.000175,0,0.012313,5e-05,0.0118,0.0001625,0.96134,0.014162
1.25e-05,0.00015,0.00015,0.011725,0.0001625,0.01165,0.011938,0.96421
